PotCat,AbsCat
0.639117916235,0.09929020387336965
0.6326346537134999,0.10591041576839261
0.6306496802499999,0.11378169273146548
0.6230229039999999,0.11542862203711794
0.616832941,0.11858099380647175
0.607576578,0.12062086345514125
0.5996343165,0.1250064257515455
0.5918993029999999,0.12830737005770773
0.582784922,0.1376214893847033
0.5767333179999999,0.12582861329658296
0.567603179,0.13965411554540813
0.5599120824999999,0.14164349360990036
0.552183986,0.14008895815571953
0.5444588895,0.14705277799090408
0.5363545279999999,0.13248800453835874
0.5275538,0.15268199004386693
0.519741845,0.1448123996967179
0.51184584,0.1611521689786922
0.50425649,0.14187457370335185
0.49602186,0.15338274302881189
0.48726326,0.1318001310274919
0.47940379499999997,0.1432723485986018
0.4717054,0.15344091916951047
0.46394340999999995,0.17210886328264555
0.45639616,0.14540310521177016
0.44717003,0.15701131894247136
0.43954103499999997,0.16599856314137149
0.43224777,0.15490511614645236
0.42406465,0.1615684636941191
0.41627426,0.1612199333905099
0.40710820999999997,0.17673486621719095
0.39927817499999996,0.169998185108638
0.39222422,0.17256231356394997
0.384229985,0.1744636365307763
0.37648339999999997,0.1596879867932055
0.36723595,0.16536357790768366
0.36105632,0.17054838850655368
0.35175391,0.1774622871107539
0.34402888,0.1838474138919587
0.33629113,0.17655587520281402
0.328305685,0.18886292938883464
0.32021039,0.19200620782240677
0.3118006766666667,0.18522291813986863
0.30365188571428575,0.19032457433451083
0.29683695499999996,0.1912863458253806
0.287738462,0.1738974335656374
0.279779312,0.1894468495978192
0.27184259727272725,0.18925165626033466
0.2638702636363636,0.1957179846647558
0.2555235009090909,0.18798467065930938
0.24796372818181814,0.18395589940710827
0.24039703454545458,0.1875531178044135
0.23222362181818176,0.18193642313361916
0.22411867454545453,0.17775320411396892
0.21638231714285713,0.15832461427048986
0.2077395733333333,0.1415450635651524
0.200354425,0.11920538187879319
0.19260786999999996,0.11761603816170522
0.18355494,0.09984864422792374
0.17736866,0.0859623732826014
0.16774152999999997,0.06125473362150213
0.159911865,0.05745034680395063
0.15187301999999997,0.02650999885264261
0.14260709,0.02958383954851611
0.13652047,0.02724419167027691
0.12742807999999994,0.027249979775872967
0.11993175,0.016559421126739183
0.11236223000000001,0.025738732058854234
0.10303982,0.025248073791598435
0.09691556999999995,0.013459580151826576
0.08726592999999994,0.034548632522785526
0.07942828000000002,0.02706102645830647
0.07182528999999993,0.011864302575869644
0.06266720999999997,0.020532975626560795
0.05691316000000002,0.012606955665001935
0.04779173999999997,0.02190458677312576
0.03999873500000001,0.007891000851147028
0.03172184999999994,0.008799612993921352
0.02399699999999999,0.010401680154592474
0.016594670000000034,0.026958374190148765
0.007494409999999951,0.013193915612746987
-0.00017023500000001857,0.02310290624181969
-0.007895980000000025,0.021884162301527992
-0.015611210000000042,0.011589571151533497
-0.023924630000000002,0.01645769983765856
-0.03277079000000005,0.025600254389933075
-0.04030391999999999,0.02164386589024485
-0.04765781999999996,0.02958374842336495
-0.055703614999999984,0.02595360734594921
-0.06330297000000007,0.01404899902043165
-0.07311193000000005,0.010233090085016298
-0.08055690500000001,0.027229277168982553
-0.08825448999999996,0.014285236180394118
-0.09569937500000003,0.02029859854592531
-0.10306415999999996,0.025865038782696286
-0.11280385000000004,0.012193775973297948
-0.1204421,0.021451288711109125
-0.12808839000000005,0.019988397564837397
-0.135838095,0.029917639287443242
-0.14348439000000002,0.025009048179742848
-0.15252056999999997,0.022827449950241645
-0.15857288999999997,0.012539404509663803
-0.16783908999999997,0.014291973477863226
-0.1755896,0.01719304726885059
-0.18332545,0.023423346564962026
-0.19282213999999998,0.021954364766401183
-0.19912830999999998,0.008014439069300218
-0.20822868000000005,0.019191227946478245
