PotAn,AbsAn
-0.21579838500000004,0.019607291338741173
-0.22554792666666668,0.021306646521496112
-0.22003952428571427,0.022196244643597072
-0.21205047375000002,0.01791273498331398
-0.20361748899999998,0.018169046914618747
-0.195704098,0.017524987081974686
-0.18760478000000003,0.023644964662389478
-0.180152845,0.028496182585429387
-0.172011579,0.03313611191308438
-0.1638430181818182,0.018346081670780858
-0.155867303,0.03449092544979898
-0.14762498200000002,0.014078593446037537
-0.139634354,0.011907805087047129
-0.131634201,0.027779081175439965
-0.124069758,0.02351592546132443
-0.11606864900000002,0.027237656517890115
-0.107998904,0.015347051791590278
-0.09995201800000002,0.02893570695120253
-0.0921388372727273,0.02284083542458721
-0.08377915600000002,0.011543710307198182
-0.07611183454545456,0.028832335020027147
-0.06805193375000004,0.0215924433796231
-0.05963733999999998,0.023415315186992202
-0.05188299000000002,0.017315959229684416
-0.04415647,0.023098531171985084
-0.03487526000000002,0.012224866653037184
-0.027932925000000025,0.01671617371241832
-0.019545282000000018,0.009798639177799849
-0.01228496400000001,0.024571287612603424
-0.00406744600000003,0.018477058045985203
0.004274039999999979,0.032640217251539295
0.012150238999999997,0.01933159779354385
0.020159939999999998,0.027078762076910706
0.028121965999999988,0.02111941211443442
0.03613928899999998,0.014849990462956606
0.044023113999999974,0.027591248497157744
0.05229827666666663,0.0376445712945823
0.05983125181818179,0.04188993388881654
0.06799211499999996,0.017474508012966492
0.07609140599999996,0.016520218138188526
0.08378379727272724,0.015772078550317824
0.09147580799999996,0.018910254174138833
0.10010713899999997,0.014731000865004952
0.10869821249999997,0.0141490636820338
0.11563842999999997,0.023760435616093735
0.12415912,0.011029688161445159
0.13267343499999998,0.015378827004248866
0.14122910166666666,0.015323927255052511
0.148441532,0.03850671944845142
0.15629446,0.024013471167769508
0.16445203999999997,0.04710438323457504
0.17084675,0.055756727256595695
0.18008923,0.0766374530712637
0.187583815,0.10366469987881494
0.19528620999999996,0.118608415783814
0.20458151999999996,0.14108099643919061
0.21238807499999998,0.17862237010814397
0.22021943,0.18894652608402815
0.227888995,0.20033347506648183
0.23547779999999996,0.20837086936527452
0.24443146000000002,0.21551027363849484
0.252539494,0.2194963459633695
0.260970378,0.2221733795139552
0.268644672,0.2261531910090688
0.27561714499999995,0.22446252640950282
0.28489400333333337,0.2201867091909985
0.29182174,0.2151679113332805
0.299759455,0.21887445800099764
0.30749445,0.21528805550367278
0.31683038999999996,0.21245446827827658
0.32331982,0.21267400843603998
0.33261257,0.20523662960041147
0.34029721999999996,0.19131855635568812
0.34813310999999997,0.19260007695160175
0.3570916,0.18237171072408884
0.36264869,0.19663059727197077
0.37215187,0.1857765485059802
0.380422825,0.18235509373129935
0.38815474,0.17221315220837452
0.39710913,0.18707137806802104
0.40330318,0.17789898089231193
0.41265217,0.17301341109628343
0.420514585,0.18409005150811655
0.42789526,0.18189422764950403
0.43720075999999997,0.1535020321070766
0.44269108,0.15872340488391573
0.45232342999999997,0.1589147652420111
0.460207575,0.16096953256561014
0.46810357,0.16853871677073792
0.47662066999999997,0.16232662344172089
0.48285734,0.1530706151963325
0.49227465,0.15447775692284124
0.49981969,0.14163828190646632
0.5075342,0.14772918632149207
0.51542283,0.13959760014359943
0.52338984,0.1478927693007296
0.53276388,0.13138252518058818
0.5404614295,0.12280926636213503
0.548205287,0.13217780245068705
0.5558033179999999,0.10538384011600195
0.563477107,0.12523137960933953
0.572589406,0.11199619947217618
0.5801985995,0.12067997474860821
0.587969755,0.10445131838829193
0.5958194834999999,0.11441835261638827
0.60372134,0.11265526360400127
0.612948567,0.1009160865126688
0.620545761,0.10572427767920177
0.6282482588,0.08664790988420891
