0.05	0.4771895510735188	-0.04431724691338422	0.9660448479759133	0.0028329951541546375	0.007653362926283774	0.021174237402496868
0.075	0.48311671239162796	-0.035973909253791105	0.9677961304994827	0.0025701497453677166	0.007264752003817066	0.01896818752770513
0.1	0.4852512164437954	-0.03229275463662851	0.9598230593508877	0.0024423286790260018	0.007247110756367669	0.023263723121028982
0.25	0.48580707038511145	-0.03125972403088313	0.9628608734671454	0.0023990196289787728	0.007168447229775075	0.021418228884558188
0.5	0.48482531945621743	-0.030973302080970617	0.9656306994398974	0.00227598081623686	0.006632397874856416	0.018231326146069964
2.5	0.4904956097130093	-0.02504727209567851	0.9615518567271883	0.0021243002812081847	0.006698261732947521	0.022353251092597587
5.0	0.491214219560173	-0.02184092211621068	0.9560513684812314	0.0019143519160649079	0.006360849269744461	0.022897085689874953
10.0	0.5058581171643267	-0.00257349624077386	0.9524392579983506	0.0015085611847032903	0.005266957374415031	0.01909218565194072
25.0	0.5049557322070608	-0.0034099902686904196	0.9443532784812468	0.00155037239766303	0.005698294504685714	0.02518817443922977
50.0	0.507328110445668	0.0021756160443754044	0.9449810805960385	0.001425645928154397	0.005267741138779797	0.021598827399261614
